slug,title,author,language,genre_category,length_bucket,word_count,reading_minutes,public_domain_rights_status,rights_tier,reader_status,audiobook_status,cover_status,current_production_status,audiobook_naturalness_status,asr_source_status,sync_tier,audio_provider,known_blockers,marketing_hook,target_audience,estimated_audiobook_cost_usd,release_confidence,weighted_launch_fitness
the-murders-in-the-rue-morgue,The Murders in the Rue Morgue,Edgar Allan Poe,eng,gothic-fiction,long,13882,58,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",1.6658,0.75,5.97
the-picture-of-dorian-gray,The Picture of Dorian Gray,Oscar Wilde,eng,literary-fiction,long,79408,336,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",9.529,0.75,5.97
the-strange-case-of-dr-jekyll-and-mr-hyde,The Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,eng,gothic-fiction,long,25889,109,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",3.1067,0.75,5.97
eyesore-chokher-bali,Eyesore (Chokher Bali),Rabindranath Tagore,eng,classic-literature,long,48588,203,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",5.8306,0.75,5.55
hound-of-the-baskervilles,The Hound of the Baskervilles,Arthur Conan Doyle,eng,classic-literature,long,59233,247,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",7.108,0.75,5.55
picture-of-dorian-gray,The Picture of Dorian Gray,Oscar Wilde,eng,classic-literature,long,79090,330,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",9.4908,0.75,5.55
jekyll-and-hyde,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,eng,classic-literature,long,25606,107,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",3.0727,0.75,5.55
the-suicide-club,The Suicide Club,Robert Louis Stevenson,eng,adventure,long,27707,116,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",3.3248,0.75,5.55
alices-adventures-in-wonderland,Alice's Adventures in Wonderland,Lewis Carroll,eng,young-readers,long,27172,115,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Accessible emotional classic with student/family appeal.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",3.2606,0.75,5.5
bharat-at-the-crossroads,Bharat at the Crossroads,Ronik Basak,eng,history-strategy,long,36712,154,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,"Land, power, and memory with strong Bengali cultural resonance.","Classic short-story readers, students, quote-card audiences, premium reader prospects",4.4054,0.75,5.5
boule-de-suif,Boule de Suif,Guy de Maupassant,eng,history-strategy,long,14440,61,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,"Land, power, and memory with strong Bengali cultural resonance.","Classic short-story readers, students, quote-card audiences, premium reader prospects",1.7328,0.75,5.5
pride-and-prejudice,Pride and Prejudice,Jane Austen,eng,literary-fiction,long,122221,535,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",14.6665,0.75,5.5
the-enchanted-april,The Enchanted April,Elizabeth von Arnim,eng,literary-fiction,long,79740,335,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",9.5688,0.75,5.5
the-great-gatsby,The Great Gatsby,F. Scott Fitzgerald,eng,literary-fiction,long,49713,209,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",5.9656,0.75,5.5
the-legend-of-sleepy-hollow,The Legend of Sleepy Hollow,Washington Irving,eng,gothic-fiction,long,12267,52,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",1.472,0.75,5.5
the-lifted-veil,The Lifted Veil,George Eliot,eng,gothic-fiction,long,17693,74,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",2.1232,0.75,5.5
the-wonderful-wizard-of-oz,The Wonderful Wizard of Oz,L. Frank Baum,eng,young-readers,long,39439,168,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Accessible emotional classic with student/family appeal.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",4.7327,0.75,5.5
ward-no-6,Ward No. 6,Anton Chekhov,eng,gothic-fiction,long,21463,90,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",2.5756,0.75,5.5
acres-of-diamonds,Acres of Diamonds,Russell H. Conwell,eng,business,long,44044,185,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",5.2853,0.75,5.08
carmilla,Carmilla,J. Sheridan Le Fanu,eng,classic-literature,long,28115,118,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",3.3738,0.75,5.08
great-expectations,Great Expectations,Charles Dickens,eng,classic-literature,long,187607,789,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",22.5128,0.75,5.08
jane-eyre,Jane Eyre,Charlotte Brontë,eng,classic-literature,long,187226,791,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",22.4671,0.75,5.08
my-life-and-work,My Life and Work,Henry Ford and Samuel Crowther,eng,business,long,93851,395,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",11.2621,0.75,5.08
the-art-of-money-getting,The Art of Money Getting,P. T. Barnum,eng,business,long,13564,57,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.6277,0.75,5.08
the-call-of-the-wild,The Call of the Wild,Jack London,eng,adventure,long,32001,135,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",3.8401,0.75,5.08
the-man-who-would-be-king,The Man Who Would Be King,Rudyard Kipling,eng,adventure,long,14705,62,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.7646,0.75,5.08
the-metamorphosis,The Metamorphosis,Franz Kafka,eng,science-fiction,long,22336,94,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",2.6803,0.75,5.08
the-open-boat,The Open Boat,Stephen Crane,eng,adventure,long,14851,62,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",1.7821,0.75,5.08
the-principles-of-scientific-management,The Principles of Scientific Management,Frederick Winslow Taylor,eng,business,long,36574,154,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",4.3889,0.75,5.08
the-science-of-getting-rich,The Science of Getting Rich,W. D. Wattles,eng,business,long,22974,97,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",2.7569,0.75,5.08
the-secret-garden,The Secret Garden,Frances Hodgson Burnett,eng,children-classics,long,82550,348,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",9.906,0.75,5.08
the-time-machine,The Time Machine,H. G. Wells,eng,science-fiction,long,32607,138,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",3.9128,0.75,5.08
woman-in-white,The Woman in White,Wilkie Collins,eng,classic-literature,long,246744,1029,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",29.6093,0.75,5.08
white-fang,White Fang,Jack London,eng,adventure,long,72699,307,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,LONG_FORM_AUDIO_COST_AND_QA_RISK,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",8.7239,0.75,5.08
en-059,Ligeia,Edgar Allan Poe,eng,english-classics,unknown,,,PASS,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.05,0.25,4.67
en-028,The Story of an Hour,Kate Chopin,eng,english-classics,unknown,,,PASS,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.05,0.25,4.67
en-045,Gooseberries,Anton Chekhov,eng,english-classics,unknown,,,PASS,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.05,0.25,4.2
en-081,In the Penal Colony,Franz Kafka,eng,english-classics,unknown,,,PASS,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.05,0.25,4.2
en-052,The Bride Comes to Yellow Sky,Stephen Crane,eng,english-classics,unknown,,,PASS,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.05,0.25,4.2
en-066,The Deadliest Game,Richard Connell,eng,english-classics,unknown,,,PASS,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.05,0.25,4.2
en-075,The Fiddler of the Reels,Thomas Hardy,eng,english-classics,unknown,,,PASS,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.05,0.25,4.2
en-065,The Revolt of Mother,Mary E. Wilkins Freeman,eng,english-classics,unknown,,,PASS,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.05,0.25,4.2
en-008,After Twenty Years,O. Henry,eng,Friendship / Duty / Moral Dilemma,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.05,0,4.05
en-100,The Adventure of the Six Napoleons,Arthur Conan Doyle,eng,Detective / Obsession / Hidden Treasure,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.05,0,4.05
en-005,The Cask of Amontillado,Edgar Allan Poe,eng,Horror / Revenge / Irony,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.05,0,4.05
